id,timestamp,participant_id,frame_name,camera_position,cva_angle,landmarks_count,analysis_time,ear_x,ear_y,ear_id,shoulder_x,shoulder_y,shoulder_id,elbow_x,elbow_y,elbow_id,wrist_x,wrist_y,wrist_id,hip_x,hip_y,hip_id,knee_x,knee_y,knee_id,ankle_x,ankle_y,ankle_id,heel_x,heel_y,heel_id,foot_index_x,foot_index_y,foot_index_id
,2025-07-07T14:22:27.313011,P2,frame_01,left,4.47366652238631,9,2025-07-07T16:09:13.908406,0.5304031372070312,0.306344985961914,7,0.5190256237983704,0.5101169943809509,11,0.5382943153381348,0.7222069501876831,13,0.6100295782089233,0.8257125616073608,15,0.5290266871452332,0.9584484696388244,23,0.6306835412979126,1.2108792066574097,25,0.5933166146278381,1.5358797311782837,27,0.5759149789810181,1.5952887535095217,29,0.6244629621505737,1.602967619895935,31
,2025-07-07T14:22:27.409830,P2,frame_02,left,2.187391071513531,9,2025-07-07T16:09:13.908631,0.5167903304100037,0.3085339069366455,7,0.5192827582359314,0.5167737007141113,11,0.5334916114807129,0.7345450520515442,13,0.5960181355476379,0.8518785834312439,15,0.5402674078941345,0.934897005558014,23,0.636964738368988,1.1736328601837158,25,0.5885770916938782,1.4575824737548828,27,0.5735803842544556,1.5009887218475342,29,0.6039062738418579,1.5357152223587036,31
,2025-07-07T14:22:27.500631,P2,frame_03,left,5.373823486216082,9,2025-07-07T16:09:13.908841,0.5163308382034302,0.3086543679237366,7,0.5068604946136475,0.5120365619659424,11,0.5285655856132507,0.7407084703445435,13,0.5913823246955872,0.8595634698867798,15,0.5271019339561462,0.9400149583816528,23,0.6070343255996704,1.1486903429031372,25,0.5692153573036194,1.4582796096801758,27,0.5549805164337158,1.50838303565979,29,0.593125581741333,1.5353052616119385,31
,2025-07-07T14:22:27.596731,P2,frame_04,left,5.696877492236638,9,2025-07-07T16:09:13.909066,0.5135387778282166,0.297559380531311,7,0.5075882077217102,0.5128172039985657,11,0.5405853986740112,0.7563679814338684,13,0.6245594024658203,0.8800544142723083,15,0.5387192368507385,0.9456977248191832,23,0.6436792612075806,1.108506441116333,25,0.596950888633728,1.4218254089355469,27,0.5804820656776428,1.470674753189087,29,0.6180911660194397,1.5018190145492554,31
,2025-07-07T14:22:27.691153,P2,frame_05,left,6.602180404249168,9,2025-07-07T16:09:13.909566,0.5150877237319946,0.2999530434608459,7,0.5062040090560913,0.5094262361526489,11,0.540494441986084,0.765954315662384,13,0.6195876598358154,0.90605229139328,15,0.5378522276878357,0.9431148767471312,23,0.6411652565002441,1.1254971027374268,25,0.6058892011642456,1.433472990989685,27,0.590384840965271,1.4848957061767578,29,0.6361768245697021,1.505213737487793,31
,2025-07-07T14:22:27.778986,P2,frame_06,left,7.595794526077441,9,2025-07-07T16:09:13.909915,0.5134763121604919,0.2966876626014709,7,0.504496157169342,0.5099226236343384,11,0.539888322353363,0.7676613926887512,13,0.6128771901130676,0.8845749497413635,15,0.5418545007705688,0.9216740131378174,23,0.6394493579864502,1.1115151643753052,25,0.614067018032074,1.414008855819702,27,0.601151704788208,1.4645559787750244,29,0.6391212940216064,1.4782910346984863,31
,2025-07-07T14:22:27.872014,P2,frame_07,left,6.743457335472016,9,2025-07-07T16:09:13.910132,0.5124919414520264,0.2949985265731811,7,0.504361629486084,0.5049173831939697,11,0.541746199131012,0.7621062397956848,13,0.6154063940048218,0.8928289413452148,15,0.5373340249061584,0.9215047955513,23,0.6434162855148315,1.0342795848846436,25,0.6217308044433594,1.4085228443145752,27,0.6100555062294006,1.460503101348877,29,0.6485052704811096,1.4707417488098145,31
,2025-07-07T14:22:27.956566,P2,frame_08,left,4.760027875826978,9,2025-07-07T16:09:13.910320,0.5112831592559814,0.2969609498977661,7,0.5081478953361511,0.5068761706352234,11,0.5376981496810913,0.7633101344108582,13,0.6134427189826965,0.885677695274353,15,0.5374929308891296,0.93684583902359,23,0.641577959060669,1.133017897605896,25,0.6129734516143799,1.4371196031570437,27,0.5986219644546509,1.489093542098999,29,0.6434910297393799,1.5037307739257812,31
,2025-07-07T14:22:28.043798,P2,frame_09,left,6.2547188913682135,9,2025-07-07T16:09:13.910485,0.5094473958015442,0.2958744764328003,7,0.5047664046287537,0.5028685331344604,11,0.5376614928245544,0.76435387134552,13,0.6104639768600464,0.882603108882904,15,0.5418605804443359,0.93035888671875,23,0.646156370639801,1.1257134675979614,25,0.6293721199035645,1.4312646389007568,27,0.6167487502098083,1.4818682670593262,29,0.6610238552093506,1.5014166831970217,31
,2025-07-07T14:22:28.128242,P2,frame_10,left,4.749425052305185,9,2025-07-07T16:09:13.910649,0.5062362551689148,0.2967176437377929,7,0.5030229091644287,0.5023104548454285,11,0.5379174947738647,0.7618951797485352,13,0.606084942817688,0.8745404481887817,15,0.5314668416976929,0.9245380759239196,23,0.6297420263290405,1.154761552810669,25,0.6124395132064819,1.4415737390518188,27,0.6012209057807922,1.4873467683792114,29,0.6385151743888855,1.509049654006958,31
