id,timestamp,label,person_id,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,landmark_21_x,landmark_21_y,landmark_22_x,landmark_22_y,landmark_23_x,landmark_23_y,landmark_24_x,landmark_24_y,landmark_25_x,landmark_25_y,landmark_26_x,landmark_26_y,landmark_27_x,landmark_27_y,landmark_28_x,landmark_28_y,landmark_29_x,landmark_29_y,landmark_30_x,landmark_30_y,landmark_31_x,landmark_31_y,landmark_32_x,landmark_32_y
11,1752027562.7055094,0,P1,0.26609140634536743,0.34123387932777405,0.2835323214530945,0.28556349873542786,0.2997818887233734,0.2862260639667511,0.31563860177993774,0.288368821144104,0.237814262509346,0.28951528668403625,0.22047512233257294,0.29392287135124207,0.20619118213653564,0.29894787073135376,0.34806734323501587,0.32565170526504517,0.1908213049173355,0.33491161465644836,0.2961970865726471,0.4032507538795471,0.23849189281463623,0.4084877371788025,0.48153504729270935,0.6370420455932617,0.06803129613399506,0.6544886827468872,0.6516886353492737,0.8400557637214661,-1,-1,0.8178159594535828,0.7689511179924011,-1,-1,0.9252537488937378,0.7027929425239563,-1,-1,0.8714731931686401,0.6640929579734802,-1,-1,0.8042171597480774,0.7030249238014221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,1752027563.1664643,0,P1,0.2934896945953369,0.330392986536026,0.3169158101081848,0.2725811302661896,0.3346335291862488,0.2745390832424164,0.3522922396659851,0.27755534648895264,0.26263701915740967,0.2728910446166992,0.24375469982624054,0.2763311266899109,0.22745850682258606,0.28150680661201477,0.3894582688808441,0.3198550343513489,0.20816807448863983,0.3199913799762726,0.32674095034599304,0.3978744149208069,0.26067477464675903,0.3989119529724121,0.5148868560791016,0.654136061668396,0.08251646161079407,0.6384578943252563,0.6988965272903442,0.8096858263015747,-1,-1,0.9364650845527649,0.5464248657226562,-1,-1,1.0060378313064575,0.4359186887741089,-1,-1,0.9763218760490417,0.40688377618789673,-1,-1,0.9339383244514465,0.4644850194454193,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1752027563.507883,0,P1,0.27577894926071167,0.33986562490463257,0.3094412088394165,0.27338552474975586,0.3300338387489319,0.2757607698440552,0.34721702337265015,0.2799542248249054,0.24498721957206726,0.2758336663246155,0.2252141684293747,0.28054079413414,0.21036045253276825,0.2861587703227997,0.38536542654037476,0.32731321454048157,0.19544488191604614,0.3269016444683075,0.31991302967071533,0.4152381122112274,0.23719434440135956,0.41897615790367126,0.5388501286506653,0.6814678907394409,0.07203881442546844,0.66044020652771,0.8767526745796204,0.9539399743080139,-1,-1,0.9690092206001282,0.5336785912513733,-1,-1,1.0047279596328735,0.38773640990257263,-1,-1,0.9970265626907349,0.3527558147907257,-1,-1,0.9704667329788208,0.42251163721084595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,1752027563.90577,0,P1,0.35954922437667847,0.48308613896369934,0.3925347924232483,0.4171229600906372,0.4136423170566559,0.4175420105457306,0.43441224098205566,0.4200214743614197,0.33227723836898804,0.41846758127212524,0.30993586778640747,0.42043617367744446,0.2915053963661194,0.42390137910842896,0.47132983803749084,0.4533918797969818,0.27271518111228943,0.450662761926651,0.3890901505947113,0.5604737997055054,0.3200203776359558,0.5581291913986206,0.618924617767334,0.7875122427940369,0.1518818885087967,0.7490313053131104,0.9048916697502136,1.064658761024475,-1,-1,0.9813796877861023,0.867045521736145,-1,-1,1.0594556331634521,0.7561417818069458,-1,-1,1.0415526628494263,0.7373784780502319,-1,-1,0.9284533262252808,0.8139236569404602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1752027564.3178008,0,P1,0.45094481110572815,0.5130077600479126,0.4796248972415924,0.4435001015663147,0.499002605676651,0.4444940686225891,0.5175305008888245,0.4475385546684265,0.41947048902511597,0.44570475816726685,0.3983784019947052,0.4490765631198883,0.38007551431655884,0.4535982012748718,0.5512682199478149,0.47931966185569763,0.35694125294685364,0.4777798056602478,0.48423582315444946,0.5901292562484741,0.4154067933559418,0.5938888788223267,0.6917773485183716,0.7960639595985413,0.23112395405769348,0.7704624533653259,-1,-1,-1,-1,0.9333049058914185,1.3218380212783813,-1,-1,0.9767706990242004,1.3897454738616943,-1,-1,0.9426623582839966,1.3698885440826416,-1,-1,0.9111930131912231,1.3567917346954346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,1752027564.705955,0,P1,0.494584321975708,0.5225751996040344,0.5263853669166565,0.45090028643608093,0.5459008812904358,0.45183849334716797,0.5653781294822693,0.4548477828502655,0.4637313485145569,0.45366746187210083,0.442770779132843,0.4567079246044159,0.4230261743068695,0.4606812596321106,0.599303662776947,0.48587608337402344,0.40131330490112305,0.4842243790626526,0.5322035551071167,0.5984346866607666,0.4593172073364258,0.6016227602958679,0.7447687983512878,0.8067623972892761,0.2886661887168884,0.7735929489135742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.027259815484285355,0.9593669176101685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1752027565.109247,0,P1,0.4900800585746765,0.5144006013870239,0.5232888460159302,0.4466983675956726,0.5439817905426025,0.44769781827926636,0.5599626898765564,0.45077216625213623,0.4625852704048157,0.44731637835502625,0.44169145822525024,0.44922494888305664,0.4250679612159729,0.4530634582042694,0.5930578112602234,0.48265883326530457,0.403644859790802,0.4791434705257416,0.5306770205497742,0.5911213159561157,0.45254379510879517,0.5895681381225586,0.7439098954200745,0.8010787963867188,0.2840447723865509,0.7686604261398315,-1,-1,0.07564349472522736,0.9431934356689453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.10444909334182739,1.0287883281707764,-1,-1,-0.07949800789356232,1.052046537399292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
18,1752027565.506121,0,P1,0.37164774537086487,0.6677109599113464,0.3989924192428589,0.6097248792648315,0.41977936029434204,0.6100389361381531,0.4385780692100525,0.6121476292610168,0.347103476524353,0.6138662695884705,0.3296512961387634,0.6168171763420105,0.31276318430900574,0.621111273765564,0.46454042196273804,0.6417999267578125,0.2980729639530182,0.6559813618659973,0.4116145074367523,0.7416643500328064,0.3401017487049103,0.7413558959960938,0.6272183656692505,0.9552211165428162,0.14468000829219818,0.9723384976387024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,1752027565.9694498,0,P1,0.3520389795303345,0.7317681908607483,0.37810018658638,0.6757422685623169,0.3948807418346405,0.6755808591842651,0.4109117388725281,0.6767739653587341,0.33199137449264526,0.677098274230957,0.3164612650871277,0.6785076260566711,0.3033258318901062,0.6811478137969971,0.42934244871139526,0.700653612613678,0.2925003468990326,0.7009649276733398,0.3839881420135498,0.7933857440948486,0.3263155519962311,0.7947695255279541,0.560488760471344,0.9764780402183533,0.16474927961826324,0.9701748490333557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,1752027566.305242,0,P1,0.3434220850467682,0.7980709671974182,0.3675449788570404,0.74824059009552,0.38216668367385864,0.7502076625823975,0.39624959230422974,0.7524497509002686,0.3247397541999817,0.7461318969726562,0.310331255197525,0.7463681697845459,0.2972506880760193,0.7473611831665039,0.4088323712348938,0.7698639631271362,0.2851543426513672,0.7610194683074951,0.36949968338012695,0.8498668670654297,0.3169634938240051,0.8492581248283386,0.5096405744552612,0.9982755780220032,0.17446570098400116,0.9885011911392212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,1752027566.7149882,0,P1,0.31308409571647644,0.8106429576873779,0.3361590504646301,0.7652052044868469,0.35130199790000916,0.7653690576553345,0.36527884006500244,0.7660467028617859,0.293958455324173,0.7650416493415833,0.2798365652561188,0.7654167413711548,0.2673417627811432,0.7664080262184143,0.37946680188179016,0.7833167314529419,0.25609856843948364,0.7802618145942688,0.34080570936203003,0.8595910668373108,0.29199591279029846,0.8630272150039673,0.4718863368034363,0.9886643290519714,0.17587938904762268,1.0122257471084595,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1752027567.119545,0,P1,0.3013591766357422,0.7914501428604126,0.32622066140174866,0.7380748987197876,0.34171074628829956,0.7371847033500671,0.3541736602783203,0.73813796043396,0.2809935212135315,0.7405208945274353,0.26621028780937195,0.7416673898696899,0.25209182500839233,0.7440872192382812,0.3720429539680481,0.7610581517219543,0.23950520157814026,0.7686517834663391,0.33078721165657043,0.844183087348938,0.27752023935317993,0.8501846790313721,0.4720689356327057,1.0002903938293457,0.15017108619213104,1.0126216411590576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,1752027567.5750868,0,P1,0.30512481927871704,0.7462897896766663,0.3270239531993866,0.6898950338363647,0.34230875968933105,0.6895952820777893,0.3563471734523773,0.6909180879592896,0.27758944034576416,0.6954689621925354,0.2616899907588959,0.6977245211601257,0.24782519042491913,0.7014473080635071,0.38211530447006226,0.7220059633255005,0.23641331493854523,0.7358465194702148,0.3393785357475281,0.8034933805465698,0.27734243869781494,0.8085031509399414,0.5076494812965393,1.0093836784362793,0.12876173853874207,1.0122499465942383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1752027567.9070215,0,P1,0.14803430438041687,0.7685480117797852,0.15980564057826996,0.7105542421340942,0.17050525546073914,0.7088035345077515,0.18124261498451233,0.7073489427566528,0.12656401097774506,0.7106342315673828,0.11209090799093246,0.7099512815475464,0.09750974923372269,0.7079693675041199,0.18030565977096558,0.7151095271110535,0.06252282112836838,0.7108100652694702,0.1588466316461563,0.7998713254928589,0.11590789258480072,0.801102340221405,0.22314734756946564,0.8393470644950867,-0.027136903256177902,0.8280087113380432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,1752027568.3394904,0,P1,0.3675937056541443,0.6960766911506653,0.39278551936149597,0.6350558400154114,0.4090724587440491,0.636401355266571,0.4256167411804199,0.6390747427940369,0.34220463037490845,0.6363127827644348,0.3228272497653961,0.639041543006897,0.30258288979530334,0.644679069519043,0.44594836235046387,0.6741238832473755,0.2737831473350525,0.6843451261520386,0.3950710594654083,0.7687752842903137,0.3366329073905945,0.7731349468231201,0.5610281229019165,0.9898079037666321,0.15596595406532288,0.9697064161300659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,1752027568.8728812,0,P1,0.3738470673561096,0.3995010256767273,0.3995247185230255,0.3312806487083435,0.41487330198287964,0.3348142206668854,0.43080464005470276,0.33988267183303833,0.3438447117805481,0.3267950415611267,0.32393568754196167,0.32683688402175903,0.3058638870716095,0.3290790319442749,0.45291948318481445,0.37356096506118774,0.27935275435447693,0.3659527599811554,0.4055412709712982,0.4732869565486908,0.33793115615844727,0.4732164442539215,0.5856315493583679,0.7237114310264587,0.15270283818244934,0.6941307187080383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.14797207713127136,0.5226049423217773,-1,-1,-0.11524100601673126,0.560926079750061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1752027569.2967215,0,P1,0.48434171080589294,0.4258788824081421,0.5091080665588379,0.3645938038825989,0.5277217030525208,0.3630910813808441,0.5482724905014038,0.3623827397823334,0.4567086696624756,0.3694826066493988,0.43656420707702637,0.3725029528141022,0.4171881675720215,0.3773041367530823,0.5665530562400818,0.37660229206085205,0.3866054117679596,0.40694618225097656,0.5108478665351868,0.49593162536621094,0.4493629038333893,0.5041626691818237,0.6819921731948853,0.6963016390800476,0.3329184353351593,0.7724132537841797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,1752027569.6658711,0,P1,0.8873428106307983,0.3697315454483032,0.8933067321777344,0.27958279848098755,0.8973051309585571,0.27884915471076965,0.8985908627510071,0.2770581841468811,0.889086127281189,0.28167665004730225,0.891313910484314,0.2832542955875397,0.8879590034484863,0.3342415690422058,0.9408766627311707,0.30234381556510925,0.9104243516921997,0.2710951566696167,0.8998475074768066,0.3457934558391571,0.8957551717758179,0.3552284836769104,1.0380879640579224,0.45358172059059143,0.9636611938476562,0.4936355650424957,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,1752027570.0654788,0,P1,0.41597065329551697,0.23452778160572052,0.44103264808654785,0.17553700506687164,0.45932716131210327,0.17590567469596863,0.47748512029647827,0.1773349791765213,0.38514474034309387,0.17528222501277924,0.3631730377674103,0.17712640762329102,0.3445153832435608,0.17978675663471222,0.49783164262771606,0.2072354406118393,0.31921398639678955,0.2074894905090332,0.44622802734375,0.3021310865879059,0.37805411219596863,0.3053130507469177,0.5789434313774109,0.5040685534477234,0.21899442374706268,0.587091326713562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1752027570.5529795,0,P1,0.43576130270957947,0.25734323263168335,0.45972973108291626,0.1849505603313446,0.47564807534217834,0.18473289906978607,0.49442702531814575,0.18689285218715668,0.39640969038009644,0.1804254949092865,0.3711293339729309,0.1779288798570633,0.34499090909957886,0.17612746357917786,0.49767303466796875,0.212995246052742,0.3054383397102356,0.20681971311569214,0.4554824233055115,0.33396270871162415,0.388104647397995,0.339286744594574,0.5909582376480103,0.5750887989997864,0.10406553745269775,0.5856236815452576,-1,-1,-1,-1,0.746858537197113,1.3481204509735107,-1,-1,0.7912419438362122,1.4405121803283691,-1,-1,0.7701411843299866,1.4048268795013428,-1,-1,0.7340508699417114,1.3861217498779297,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,1752027570.8704162,0,P1,0.4152834415435791,0.25469478964805603,0.44879063963890076,0.17718689143657684,0.4681772291660309,0.17876029014587402,0.4845700263977051,0.18091697990894318,0.38685718178749084,0.17277196049690247,0.36268651485443115,0.17196722328662872,0.33761101961135864,0.17209605872631073,0.49239683151245117,0.20595762133598328,0.2918148338794708,0.19135098159313202,0.4363097548484802,0.3297818601131439,0.3703762888908386,0.3242983818054199,0.6092021465301514,0.5790075063705444,0.11996753513813019,0.5551738142967224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,1752027571.341912,0,P1,0.4040638506412506,0.3242737650871277,0.4283246397972107,0.2534433603286743,0.445974200963974,0.2546069025993347,0.4664909243583679,0.2576681673526764,0.37318044900894165,0.2500331997871399,0.34974053502082825,0.24984018504619598,0.32722219824790955,0.25150907039642334,0.47507500648498535,0.28730860352516174,0.2868330180644989,0.2757701277732849,0.4291819930076599,0.40085369348526,0.36169782280921936,0.40189501643180847,0.5900963544845581,0.6549877524375916,0.13092036545276642,0.6235128045082092,-1,-1,-0.13307741284370422,0.9629656076431274,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,1752027571.718643,0,P1,0.4001021385192871,0.3533216118812561,0.42467790842056274,0.2811149060726166,0.4432203769683838,0.28253668546676636,0.4623243808746338,0.28530627489089966,0.36863064765930176,0.2765340507030487,0.345706045627594,0.276034414768219,0.32360005378723145,0.2770634591579437,0.47200316190719604,0.31098368763923645,0.28551924228668213,0.29602861404418945,0.4257354736328125,0.4305787980556488,0.3581441342830658,0.42902788519859314,0.5807560682296753,0.679128110408783,0.13033868372440338,0.6414850950241089,-1,-1,-0.12867599725723267,0.9917072653770447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.18871109187602997,1.281443476676941,-1,-1,-0.15960070490837097,1.2657701969146729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
